family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
logs,profile_supplied,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:1929,
logs,project,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/linear.py:82 | src/personal_agent/tools/linear.py:701 | src/personal_agent/insights/skill_routing_threshold_monitor.py:215 | src/personal_agent/captains_log/linear_client.py:375 | src/personal_agent/tools/linear.py:386 | src/personal_agent/tools/linear.py:450,
logs,promoted,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/second_brain/consolidator.py:201 | src/personal_agent/captains_log/promotion.py:340 | src/personal_agent/brainstem/scheduler.py:417 | src/personal_agent/memory/service.py:2468 | src/personal_agent/memory/promote.py:66,
logs,promoted_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/promote.py:73 | src/personal_agent/events/pipeline_handlers.py:274,
logs,prompt_callsite,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/events.py:75 | src/personal_agent/telemetry/queries.py:688 | src/personal_agent/telemetry/queries.py:721 | src/personal_agent/telemetry/queries.py:811 | src/personal_agent/gateway/feedback_models.py:69 | src/personal_agent/gateway/feedback_api.py:255,prompt-cost-cache.ndjson:Prompt: Per-callsite token/cost breakdown | prompt-cost-cache.ndjson:Prompt: Static prefix hash stability (erosion view)
logs,prompt_component_ids,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/gateway/feedback_models.py:72 | src/personal_agent/gateway/feedback_api.py:248 | src/personal_agent/gateway/feedback_api.py:398 | src/personal_agent/telemetry/events.py:76 | src/personal_agent/captains_log/prompt_manifest.py:122 | src/personal_agent/llm_client/telemetry.py:142,
logs,prompt_dynamic_hash,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/events.py:78 | src/personal_agent/gateway/feedback_models.py:71 | src/personal_agent/gateway/feedback_api.py:257 | src/personal_agent/gateway/feedback_api.py:397 | src/personal_agent/llm_client/telemetry.py:144,
logs,prompt_injected,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:2435,
logs,prompt_static_prefix_hash,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/gateway/feedback_models.py:70 | src/personal_agent/gateway/feedback_api.py:256 | src/personal_agent/gateway/feedback_api.py:388 | src/personal_agent/gateway/feedback_api.py:396 | src/personal_agent/telemetry/events.py:77 | src/personal_agent/captains_log/prompt_manifest.py:54,prompt-cost-cache.ndjson:Prompt: Static prefix hash stability (erosion view)
logs,prompt_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:296 | src/personal_agent/llm_client/litellm_client.py:549 | src/personal_agent/llm_client/litellm_client.py:619 | src/personal_agent/llm_client/litellm_client.py:647 | src/personal_agent/llm_client/adapters.py:136 | src/personal_agent/llm_client/adapters.py:319,
logs,proposed_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/memory/dedup.py:101,
logs,provider,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/models.py:269 | src/personal_agent/service/models.py:299 | src/personal_agent/llm_client/cost_tracker.py:307 | src/personal_agent/orchestrator/executor.py:2452 | src/personal_agent/second_brain/session_summary.py:144 | src/personal_agent/second_brain/entity_extraction.py:210,
logs,provider_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/llm_client/concurrency.py:231 | src/personal_agent/llm_client/concurrency.py:242 | src/personal_agent/llm_client/concurrency.py:253 | src/personal_agent/llm_client/client.py:111,
logs,public_url,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/artifact_envelope/probe.py:80 | src/personal_agent/tools/artifact_tools.py:344 | src/personal_agent/tools/artifact_tools.py:505 | src/personal_agent/tools/artifact_tools.py:573 | src/personal_agent/tools/artifact_tools.py:660 | src/personal_agent/tools/notes_tools.py:253,
logs,purged_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/lifecycle_manager.py:299 | src/personal_agent/telemetry/lifecycle_manager.py:303 | src/personal_agent/telemetry/lifecycle_manager.py:345 | src/personal_agent/telemetry/lifecycle_manager.py:351,
logs,query,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/cli.py:33 | src/personal_agent/ui/memory_cli.py:90 | src/personal_agent/captains_log/recall.py:98 | src/personal_agent/gateway/observation_api.py:110 | src/personal_agent/gateway/observation_api.py:147 | src/personal_agent/gateway/observation_api.py:201,
logs,query_embedding_ms,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/protocol_adapter.py:265 | src/personal_agent/memory/protocol_adapter.py:288 | src/personal_agent/memory/protocol_adapter.py:310 | src/personal_agent/memory/protocol_adapter.py:315 | src/personal_agent/memory/proactive.py:243,
logs,query_params,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1616,
logs,query_path,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/memory_search.py:175 | src/personal_agent/tools/memory_search.py:189 | src/personal_agent/tools/memory_search.py:199,
logs,query_preview,keyword,1024,es-default,text+keyword(default),⚠️ TRAP keyword ignore_above:1024 (long-text drop),src/personal_agent/tools/perplexity.py:117,
logs,query_text,text,,dynamic:free_text,text,✅ aligned (dynamic-rule),src/personal_agent/service/app.py:2093 | src/personal_agent/tools/memory_search.py:30 | src/personal_agent/ui/memory_cli.py:86 | src/personal_agent/orchestrator/executor.py:1924 | src/personal_agent/memory/protocol_adapter.py:64 | src/personal_agent/memory/service.py:1626,
logs,query_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/second_brain/consolidator.py:255 | src/personal_agent/memory/service.py:1641 | src/personal_agent/memory/service.py:1806 | src/personal_agent/memory/service.py:1860,
logs,ranged,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/tool_result_expand.py:141,
logs,rating,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/queries.py:693 | src/personal_agent/telemetry/queries.py:816 | src/personal_agent/gateway/session_api.py:302 | src/personal_agent/gateway/session_api.py:311 | src/personal_agent/gateway/session_api.py:321 | src/personal_agent/gateway/feedback_models.py:68,
logs,ratio,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/pipeline_handlers.py:187 | src/personal_agent/insights/engine.py:139 | src/personal_agent/second_brain/quality_monitor.py:221 | src/personal_agent/second_brain/quality_monitor.py:231 | src/personal_agent/events/pipeline_handlers.py:197 | src/personal_agent/insights/engine.py:584,
logs,raw_keys,text,,dynamic:free_text,text,✅ aligned (dynamic-rule),src/personal_agent/captains_log/reflection.py:427,
logs,raw_preview,text,,dynamic:free_text,text,✅ aligned (dynamic-rule),src/personal_agent/orchestrator/skills.py:499,
logs,raw_row_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/protocol_adapter.py:302 | src/personal_agent/memory/protocol_adapter.py:309,
logs,reachable,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/slm_health/probe.py:79 | src/personal_agent/observability/slm_health/probe.py:95 | src/personal_agent/observability/slm_health/probe.py:114 | src/personal_agent/observability/slm_health/probe.py:131 | src/personal_agent/observability/slm_health/probe.py:158 | src/personal_agent/observability/slm_health/probe.py:197,
logs,reason,keyword,1024,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/queries.py:275 | src/personal_agent/transport/agui/adapter.py:97 | src/personal_agent/transport/agui/adapter.py:142 | src/personal_agent/transport/agui/adapter.py:159 | src/personal_agent/transport/agui/ws_endpoint.py:204 | src/personal_agent/transport/agui/ws_endpoint.py:223,
logs,reasoning_content_length,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:446,
logs,reasoning_length,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:445,
logs,recency_days,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/memory_search.py:63 | src/personal_agent/ui/memory_cli.py:84 | src/personal_agent/ui/memory_cli.py:154 | src/personal_agent/ui/memory_cli.py:198 | src/personal_agent/memory/protocol_adapter.py:56 | src/personal_agent/memory/protocol_adapter.py:120,
logs,reclassified_by,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/pipeline.py:132,
logs,record_id,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/cost_tracker.py:191,
logs,redis_url,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/redis_backend.py:91,
logs,redundant_relationship_pairs,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:324 | src/personal_agent/second_brain/quality_monitor.py:333,
logs,relationship_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:317 | src/personal_agent/second_brain/consolidator.py:264 | src/personal_agent/events/consumers/freshness_consumer.py:231 | src/personal_agent/memory/service.py:1653,
logs,relationship_density,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:318 | src/personal_agent/second_brain/quality_monitor.py:328,
logs,relationship_tier_delta,,,es-default,text+keyword(default),ℹ️ container/structural,src/personal_agent/brainstem/jobs/freshness_review.py:299,
logs,relationship_tier_delta.cold,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:117 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:151 | src/personal_agent/memory/freshness.py:51 | src/personal_agent/memory/freshness_aggregate.py:64 | src/personal_agent/memory/freshness_aggregate.py:74,
logs,relationship_tier_delta.cooling,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:118 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:153 | src/personal_agent/events/models.py:803 | src/personal_agent/memory/freshness.py:47 | src/personal_agent/memory/freshness_aggregate.py:63,
logs,relationship_tier_delta.dormant,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:117 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:149 | src/personal_agent/memory/freshness.py:55 | src/personal_agent/memory/freshness_aggregate.py:65 | src/personal_agent/memory/freshness_aggregate.py:75,
logs,relationship_tier_delta.warm,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:118 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:154 | src/personal_agent/events/models.py:803 | src/personal_agent/memory/freshness.py:44 | src/personal_agent/memory/freshness_aggregate.py:62,
logs,relationship_total,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/freshness_aggregate.py:234,
logs,relationships,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:106 | src/personal_agent/second_brain/entity_extraction.py:351 | src/personal_agent/second_brain/entity_extraction.py:359 | src/personal_agent/second_brain/entity_extraction.py:406 | src/personal_agent/second_brain/consolidator.py:617 | src/personal_agent/brainstem/jobs/freshness_review.py:97,
logs,relationships_cold,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:966 | src/personal_agent/brainstem/jobs/freshness_review.py:288,
logs,relationships_cooling,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:965 | src/personal_agent/brainstem/jobs/freshness_review.py:287,
logs,relationships_created,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:110 | src/personal_agent/second_brain/consolidator.py:172 | src/personal_agent/second_brain/consolidator.py:179 | src/personal_agent/second_brain/consolidator.py:217 | src/personal_agent/second_brain/consolidator.py:459 | src/personal_agent/second_brain/consolidator.py:529,
logs,relationships_deduplicated,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:271,
logs,relationships_dormant,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:967 | src/personal_agent/brainstem/jobs/freshness_review.py:289 | src/personal_agent/brainstem/jobs/freshness_review.py:375 | src/personal_agent/brainstem/jobs/freshness_review.py:407,
logs,relationships_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:351,
logs,relationships_updated_in_neo4j,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:272,
logs,relationships_warm,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:964 | src/personal_agent/brainstem/jobs/freshness_review.py:286,
logs,relevance_score_avg,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),,
logs,remaining,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:141 | src/personal_agent/orchestrator/executor.py:2402 | src/personal_agent/tools/artifact_tools.py:1336,
logs,repeats,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,reply_length,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:339 | src/personal_agent/captains_log/reflection.py:400 | src/personal_agent/captains_log/reflection_dspy.py:366 | src/personal_agent/captains_log/reflection_dspy.py:437 | src/personal_agent/captains_log/AGENTS.md:134 | src/personal_agent/captains_log/AGENTS.md:158,
logs,request_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/transport/agui/ws_endpoint.py:737 | src/personal_agent/transport/agui/ws_endpoint.py:741 | src/personal_agent/transport/agui/adapter.py:92 | src/personal_agent/transport/agui/adapter.py:111 | src/personal_agent/transport/agui/adapter.py:130 | src/personal_agent/orchestrator/executor.py:377,
logs,request_trace_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/gateway/sub_agent_capture_api.py:250 | src/personal_agent/gateway/feedback_api.py:186 | src/personal_agent/gateway/feedback_api.py:204 | src/personal_agent/gateway/feedback_api.py:222 | src/personal_agent/gateway/feedback_api.py:272 | src/personal_agent/gateway/feedback_api.py:344,
logs,requested_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/telemetry/queries.py:532 | src/personal_agent/insights/engine.py:340 | src/personal_agent/tools/read_skill.py:97 | src/personal_agent/captains_log/reflection_dspy.py:249 | src/personal_agent/captains_log/reflection_dspy.py:282,
logs,required_params,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_dispatch.py:94,
logs,reservation_amount,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/litellm_client.py:498 | src/personal_agent/llm_client/telemetry.py:81 | src/personal_agent/llm_client/litellm_client.py:478,
logs,reservation_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/cost_gate/gate.py:220 | src/personal_agent/cost_gate/gate.py:613 | src/personal_agent/gateway/chat_api.py:189 | src/personal_agent/gateway/chat_api.py:224 | src/personal_agent/gateway/chat_api.py:268 | src/personal_agent/gateway/chat_api.py:507,
logs,reserved,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/compaction.py:86 | src/personal_agent/request_gateway/budget.py:211 | src/personal_agent/request_gateway/budget.py:239 | src/personal_agent/request_gateway/budget.py:263 | src/personal_agent/cost_gate/gate.py:322,
logs,resolution,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:406 | src/personal_agent/transport/agui/adapter.py:135 | src/personal_agent/transport/agui/ws_endpoint.py:259 | src/personal_agent/transport/agui/ws_endpoint.py:286 | src/personal_agent/transport/agui/ws_endpoint.py:305 | src/personal_agent/transport/agui/ws_endpoint.py:368,
logs,resolved,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/location.py:224 | src/personal_agent/tools/location.py:235 | src/personal_agent/tools/location.py:244 | src/personal_agent/tools/location.py:315 | src/personal_agent/tools/location.py:208 | src/personal_agent/tools/location.py:258,
logs,response_keys,keyword,1024,es-default,text+keyword(default),⚠️ TRAP keyword ignore_above:1024 (long-text drop),src/personal_agent/captains_log/reflection.py:424,
logs,response_preview,keyword,1024,es-default,text+keyword(default),⚠️ TRAP keyword ignore_above:1024 (long-text drop),src/personal_agent/llm_client/client.py:466,
logs,response_time_ms,float,,explicit,float,✅ aligned (explicit),,
logs,result_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1871 | src/personal_agent/memory/service.py:1876 | src/personal_agent/memory/service.py:1914 | src/personal_agent/tools/artifact_tools.py:529 | src/personal_agent/tools/artifact_tools.py:591 | src/personal_agent/tools/web.py:300,
logs,result_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/mcp/client.py:242,
logs,retry_triggered,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),,
logs,returned_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/tool_result_expand.py:139,
logs,revision_of,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/notes_tools.py:254 | src/personal_agent/tools/notes_tools.py:378 | src/personal_agent/tools/notes_tools.py:323,
logs,risk_level,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/mcp/governance.py:91 | src/personal_agent/mcp/governance.py:125 | src/personal_agent/mcp/governance.py:155 | src/personal_agent/transport/agui/adapter.py:96 | src/personal_agent/mcp/governance.py:85 | src/personal_agent/mcp/types.py:87,
logs,role,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/session_summary.py:155 | src/personal_agent/second_brain/session_summary.py:165 | src/personal_agent/second_brain/session_summary.py:166 | src/personal_agent/second_brain/entity_extraction.py:233 | src/personal_agent/second_brain/entity_extraction.py:255 | src/personal_agent/second_brain/entity_extraction.py:258,extraction_retry_health.ndjson:Dead-letter rate (per role) | extraction_retry_health.ndjson:Median attempts to success (per role) | llm_performance.ndjson:Avg Latency by Model Role | llm_performance.ndjson:LLM Latency Over Time | llm_performance.ndjson:P95 Latency by Role | llm_performance.ndjson:Avg Prompt Tokens by Model Role | llm_performance.ndjson:Prompt Token Percentiles by Role
logs,roles,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:473 | src/personal_agent/orchestrator/executor.py:2611 | src/personal_agent/cost_gate/policy.py:78,
logs,routing_mode,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/orchestrator/executor.py:2316 | src/personal_agent/config/settings.py:1559,
logs,routing_model_key,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2239 | src/personal_agent/orchestrator/executor.py:2248 | src/personal_agent/orchestrator/executor.py:2320,
logs,rows_deleted,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/transport/agui/event_buffer.py:126,
logs,run_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/observability/joinability/scheduler_runner.py:77 | src/personal_agent/observability/joinability/scheduler_runner.py:97 | src/personal_agent/observability/joinability/walk.py:209 | src/personal_agent/observability/joinability/sink.py:63,
logs,sampled_session_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/observability/joinability/walk.py:148 | src/personal_agent/observability/joinability/walk.py:181 | src/personal_agent/observability/joinability/walk.py:206 | src/personal_agent/observability/joinability/walk.py:215 | src/personal_agent/observability/joinability/sink.py:65 | src/personal_agent/observability/joinability/scheduler_runner.py:83,
logs,samples_collected,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:1423 | src/personal_agent/orchestrator/executor.py:1574 | src/personal_agent/brainstem/sensors/AGENTS.md:90 | src/personal_agent/captains_log/metrics_extraction.py:88 | src/personal_agent/captains_log/metrics_extraction.py:89 | src/personal_agent/captains_log/metrics_extraction.py:91,
logs,sanitised_message_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/history_sanitiser.py:221,
logs,scanned,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/promotion.py:339 | src/personal_agent/captains_log/backfill.py:317 | src/personal_agent/request_gateway/recall_controller.py:212,
logs,scope,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:505 | src/personal_agent/telemetry/queries.py:860 | src/personal_agent/telemetry/queries.py:899 | src/personal_agent/telemetry/queries.py:911 | src/personal_agent/captains_log/recall.py:119 | src/personal_agent/captains_log/reflection.py:210,
logs,scratch,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/sandbox.py:181,
logs,scratch_dir,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/run_python.py:162,
logs,scratch_files_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/run_python.py:205 | src/personal_agent/tools/primitives/sandbox.py:245,
logs,script_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:954 | src/personal_agent/tools/artifact_tools.py:957,
logs,script_hits,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,sections,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/state_document.py:81,
logs,seed,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/joinability/scheduler_runner.py:60 | src/personal_agent/observability/joinability/scheduler_runner.py:82 | src/personal_agent/observability/joinability/scheduler_runner.py:92 | src/personal_agent/observability/joinability/scheduler_runner.py:100 | src/personal_agent/observability/joinability/scheduler_runner.py:236 | src/personal_agent/observability/joinability/walk.py:147,
logs,seen_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:117 | src/personal_agent/captains_log/manager.py:395 | src/personal_agent/captains_log/manager.py:410 | src/personal_agent/captains_log/manager.py:428 | src/personal_agent/captains_log/promotion.py:212 | src/personal_agent/captains_log/recall.py:228,
logs,selected_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:252,
logs,selected_entry_ids,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:253,
logs,sensor_cpu,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/consumers/mode_controller.py:197,
logs,sensor_mem,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/consumers/mode_controller.py:198,
logs,seq,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/models.py:399 | src/personal_agent/transport/agui/adapter.py:168 | src/personal_agent/transport/agui/adapter.py:186 | src/personal_agent/transport/agui/event_buffer.py:96 | src/personal_agent/transport/agui/ws_endpoint.py:629 | src/personal_agent/transport/agui/ws_endpoint.py:643,
logs,sequence,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/telemetry/request_timer.py:225 | src/personal_agent/telemetry/es_logger.py:337 | src/personal_agent/telemetry/es_logger.py:361 | src/personal_agent/telemetry/es_logger.py:349 | src/personal_agent/telemetry/request_timer.py:141 | src/personal_agent/telemetry/request_timer.py:182,request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
logs,served_mime,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/observability/artifact_envelope/probe.py:131 | src/personal_agent/observability/artifact_envelope/verifier.py:250 | src/personal_agent/observability/artifact_envelope/verifier.py:370,
logs,session_id,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/service_cli.py:84 | src/personal_agent/ui/service_cli.py:116 | src/personal_agent/ui/service_cli.py:125 | src/personal_agent/ui/memory_cli.py:95 | src/personal_agent/ui/memory_cli.py:226 | src/personal_agent/ui/service_client.py:55,
logs,sessions_created,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:108 | src/personal_agent/second_brain/consolidator.py:215,
logs,severity,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:378 | src/personal_agent/second_brain/quality_monitor.py:388 | src/personal_agent/second_brain/quality_monitor.py:398 | src/personal_agent/second_brain/quality_monitor.py:412 | src/personal_agent/second_brain/quality_monitor.py:428 | src/personal_agent/second_brain/quality_monitor.py:560,
logs,signals,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/request_gateway/intent.py:257 | src/personal_agent/request_gateway/intent.py:270 | src/personal_agent/request_gateway/intent.py:285 | src/personal_agent/request_gateway/intent.py:298 | src/personal_agent/request_gateway/intent.py:311 | src/personal_agent/request_gateway/intent.py:337,intent_classification.ndjson:Signal frequency breakdown
logs,sigpipe_success,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/primitives/bash.py:541,
logs,similarity,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/dedup.py:89 | src/personal_agent/memory/dedup.py:93 | src/personal_agent/memory/dedup.py:103 | src/personal_agent/memory/dedup.py:108 | src/personal_agent/tools/notes_tools.py:459 | src/personal_agent/memory/service.py:693,
logs,size_bytes,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/artifacts_router.py:122 | src/personal_agent/tools/artifact_tools.py:344 | src/personal_agent/tools/artifact_tools.py:438 | src/personal_agent/tools/artifact_tools.py:508 | src/personal_agent/tools/artifact_tools.py:665 | src/personal_agent/tools/artifact_tools.py:1527,
logs,skill,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_dispatch.py:157 | src/personal_agent/orchestrator/tool_dispatch.py:239 | src/personal_agent/orchestrator/skills.py:342,
logs,skill_index_block_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:115,
logs,skill_name,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/tools/read_skill.py:112 | src/personal_agent/orchestrator/tool_dispatch.py:215 | src/personal_agent/tools/read_skill.py:105 | src/personal_agent/orchestrator/tool_dispatch.py:179 | src/personal_agent/orchestrator/tool_dispatch.py:220,
logs,skill_routing_model_key,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:2320,
